"Activity" "User" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.correlation...X.Z" "tBodyAcc.correlation...Y.Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.correlation...X.Z" "tGravityAcc.correlation...Y.Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.correlation...X.Z" "tBodyAccJerk.correlation...Y.Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.correlation...X.Z" "tBodyGyro.correlation...Y.Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.correlation...X.Z" "tBodyGyroJerk.correlation...Y.Z" "tBodyAccMag.arCoeff..3" "tBodyAccMag.arCoeff..4" "tGravityAccMag.arCoeff..3" "tGravityAccMag.arCoeff..4" "tBodyAccJerkMag.arCoeff..3" "tBodyAccJerkMag.arCoeff..4" "tBodyGyroMag.arCoeff..3" "tBodyGyroMag.arCoeff..4" "tBodyGyroJerkMag.arCoeff..3" "tBodyGyroJerkMag.arCoeff..4" "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.maxInds.Y" "fBodyAcc.maxInds.Z" "fBodyAcc.meanFreq...X" "fBodyAcc.bandsEnergy...1.24.2" "fBodyAcc.bandsEnergy...25.48.2" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.maxInds.Y" "fBodyAccJerk.maxInds.Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.bandsEnergy...1.24.2" "fBodyAccJerk.bandsEnergy...25.48.2" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.maxInds.Y" "fBodyGyro.maxInds.Z" "fBodyGyro.meanFreq...X" "fBodyGyro.bandsEnergy...1.24.2" "fBodyGyro.bandsEnergy...25.48.2" "fBodyAccMag.entropy.." "fBodyAccMag.skewness.." "fBodyAccMag.kurtosis.." "fBodyBodyAccJerkMag.entropy.." "fBodyBodyAccJerkMag.skewness.." "fBodyBodyAccJerkMag.kurtosis.." "fBodyBodyGyroMag.entropy.." "fBodyBodyGyroMag.skewness.." "fBodyBodyGyroMag.kurtosis.." "fBodyBodyGyroJerkMag.entropy.."
"WALKING" 1 0.265696920582133 -0.0182981725176081 -0.10784573454611 -0.545795331328326 -0.140663320581729 0.196151041060519 0.744867411573487 -0.0825562579855908 0.072339870389049 -0.959859435936599 -0.167498098933141 0.146578594036311 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.524721922818732 -0.108980031707493 0.208920598589625 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.686555715201729 -0.0435905702789625 -0.10499394311268 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.637812687210375 -0.167193038574928 -0.140014582478069 0.0854444841365706 -0.0491918153835735 0.0854444841365706 -0.0491918153835735 -0.14103595711415 0.0359250982402594 0.14389614101585 -0.117131960956974 -0.067101072789366 -0.128115556073487 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.553060616663401 -0.781556195391931 -0.902904010596542 -0.180558714010749 -0.798699154524496 -0.946905131729107 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.407953890489914 -0.300634005763689 -0.0488005965884726 -0.897580075936599 -0.950222492449568 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.708263420861671 -0.866319605711816 -0.814369472556196 -0.0320324102759078 -0.866944157896254 -0.956784694409222 -0.0422134608270893 -0.419852460748703 -0.688715625787608 -0.166896923014409 -0.319888971925965 -0.637882103117867 0.0782256321585014 -0.205848254997406 -0.506323319276945 -0.0880270361959654
"WALKING" 2 0.273113115788079 -0.0191323183174834 -0.115649958175497 -0.605586497159271 -0.169618852403311 0.194535818751225 0.660782866688742 -0.147219886910411 0.134865335090728 -0.963015508245033 -0.0741719943708609 0.0691912329423841 0.0785353156747351 0.00708771249764901 0.000755760748377483 -0.557809603123841 0.0393154392191391 0.155085641165397 -0.0517030657821192 -0.0568420186817881 0.0872599422291391 -0.710648927815894 0.17754154605894 -0.169148962615563 -0.0875587491668874 -0.0433986835453642 -0.0557541828188742 -0.671679103311258 0.111621551897682 -0.239284362336755 0.0904740107192053 -0.0570892316399371 0.0904740107192053 -0.0570892316399371 -0.15343313692553 0.0688931637195364 0.144381516838079 -0.0766789491913907 -0.0238868403611921 -0.00727562749645695 -0.57377091142947 -0.432566581302351 -0.630081222124834 -0.619788102803311 -0.824503310298013 -0.845899133288079 -0.106763418901788 -0.833793856092715 -0.961691047019868 -0.561682049622185 -0.50890379901457 -0.715745330403973 -0.595105612895033 -0.326622516556291 -0.283311258278146 0.0868000536209801 -0.89620059705298 -0.962758089536424 -0.638717694593046 -0.722068978635762 -0.601594889654305 -0.734588540182119 -0.856868190480132 -0.840374514533113 -0.00576500648245033 -0.877742982625828 -0.923628837119205 -0.12901608884106 -0.412168401405894 -0.685566062996689 -0.226727620033113 -0.279037812333808 -0.593132222930066 -0.0498716162582781 -0.304666564887748 -0.605982196850993 -0.228060676827815
"WALKING" 3 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.2262186405 0.156544326025806 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.0274413383469208 0.0152071986105572 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.0507636864252493 0.0852182319044868 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.0292560328593842 -0.130032880846334 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 0.0258443926935836 -0.107025768144897 0.0566239901573607 -0.0629949821747801 0.0566239901573607 -0.0629949821747801 -0.0665678534020821 0.00407820575718475 0.0680683162800586 -0.0535119465671848 -0.0880310760008798 -0.121169067362152 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.791397849266862 -0.878637490516129 -0.192817340495308 -0.893062241601173 -0.979676490821114 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.387800586510264 -0.341466275659824 -0.0476941200470968 -0.932697198592375 -0.980556463255132 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.82272254183871 -0.80139548982698 -0.102568067670674 -0.929241456539589 -0.976900586774194 -0.112686234770088 -0.395128523371261 -0.672093167772434 -0.275714435985337 -0.252698688125806 -0.561776583640469 -0.0166016528397947 -0.263695423252786 -0.577542913560537 -0.239744940950147
"WALKING" 4 0.277034464752577 -0.0133496817746907 -0.105916135927835 -0.68386446609433 -0.156368756489691 0.0766007644994845 0.731456509896907 0.072347989306416 0.193993433768041 -0.967576704329897 -0.49831705736701 0.096225694371134 0.0780162237953608 -0.0010311298138299 -0.00737070069603093 -0.701066737438144 0.197847395923505 0.194739328559216 -0.0298726752979381 -0.0750086556675258 0.0956607416628866 -0.750915960835052 0.234247124755031 -0.0466266655935567 -0.10509869233866 -0.0410624426912371 -0.060866534304433 -0.778479585721649 0.322268352241237 -0.102659644657216 -0.0181418347559278 -0.057991992659433 -0.0181418347559278 -0.057991992659433 -0.109171201623711 0.0110344931363402 -0.00785350698247423 0.0640489321876804 -0.0676029171634536 -0.140919850371134 -0.698994344226804 -0.610966605674742 -0.784964119020619 -0.679316495457474 -0.797938143690722 -0.915146707886598 -0.15574790130299 -0.936672575051546 -0.985342698092784 -0.717973724971649 -0.684648403917526 -0.845383895412371 -0.710952957814433 -0.291134020618557 -0.25360824742268 0.0388340995747423 -0.969913930618557 -0.986293425103093 -0.708097003278351 -0.851859241237113 -0.723913683350515 -0.765931837365979 -0.902893248659794 -0.880554567938144 -0.145349222123196 -0.940226189536083 -0.958668945051546 -0.224440967543814 -0.273276610600515 -0.55304384095 -0.394791779943299 -0.286188778181856 -0.595373662963917 -0.101845272510309 -0.182824275746649 -0.521855856479381 -0.364356253216495
"WALKING_UPSTAIRS" 4 0.269685855146341 -0.0171085099442602 -0.110053359325203 -0.481157815330894 0.016141604504065 0.0174483277930894 0.667377493902439 0.176064219895122 0.117030634772358 -0.954845868211382 -0.295081052577236 0.178541951857724 0.080200587601626 0.0106812194621382 -0.00737856315243902 -0.522686832030976 0.203293251369919 0.00296774295284553 -0.027473566188374 -0.0845813729861789 0.0958069867471545 -0.623295736308943 0.286796160634146 -0.0749720987715447 -0.112213469653659 -0.0384344734528455 -0.0529863681443902 -0.637528066829268 0.356471535410569 -0.00145464367357724 -0.00438647533495935 -0.0268008992268293 -0.00438647533495935 -0.0268008992268293 -0.0862475860609756 -0.0300460479170732 0.082045297649187 0.0482812711268293 -0.0818917715380488 -0.140413229717886 -0.518103409715447 -0.391561268041463 -0.708346275365854 -0.468588371045528 -0.711653115666667 -0.885553469837398 -0.229896701265041 -0.906963788699187 -0.976937501300813 -0.548003358486179 -0.470861077819187 -0.793248930406504 -0.540002452644715 -0.35869918699187 -0.311219512195122 -0.0626525261543089 -0.963771407886179 -0.978123311544715 -0.537445270313821 -0.799459630325203 -0.634729117447154 -0.652062731170732 -0.89457120300813 -0.813849172926829 -0.0761993841779675 -0.936555369186992 -0.914137661300813 0.0181455325528455 -0.351641652233415 -0.630678330365854 -0.12621274300813 -0.199675452392683 -0.510145255113008 0.0846278081902439 -0.19438410435374 -0.537168488178862 -0.150854952447154
"WALKING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.139099290978245 0.183328842972351 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.262667718788344 0.119310090465795 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.102733848671523 0.17715523763904 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.0539620611665563 -0.109456425406623 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 0.0778619220718576 -0.0340190859350993 0.053124321057149 -0.0632658570116026 0.053124321057149 -0.0632658570116026 -0.114345226291523 -0.0313219733798013 0.133752004337119 -0.0977463073887417 -0.142497794135232 0.0532652248103642 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.679028697155629 -0.911614873907285 -0.226370689942053 -0.891705566986755 -0.977865027350993 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.374039735099338 -0.285298013245033 -0.10292084499106 -0.926707563509934 -0.979199594966887 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.850459303612583 -0.629367435225166 -0.0381646986649007 -0.869530871655629 -0.938884676423841 -0.0847120673907285 -0.346153520669205 -0.622500047417219 -0.232147643476821 -0.262184771960927 -0.584574026338079 0.042676131981457 -0.335159516929801 -0.628709449615894 -0.137702307448344
"WALKING" 6 0.269434151902542 -0.0163911123936864 -0.117900692084746 -0.647669170333475 -0.213612893964407 0.124522713170339 0.670506153601695 0.0612321366461864 0.0584702778558475 -0.95651898940678 0.00394235679237288 0.143868732830508 0.0866435091149576 0.00183060788194915 -0.000810930989618644 -0.667198721502542 -0.147161713717288 0.130303278963898 -0.0342840234147034 -0.0772570116263983 0.104308754638941 -0.767068673052966 -0.0383138508473729 -0.153196923779746 -0.0919680285336017 -0.0437656755737288 -0.0571513411507627 -0.739023005 -0.0616981701427966 -0.118101492211017 0.0328037087978814 -0.0518573817974576 0.0328037087978814 -0.0518573817974576 -0.0690890072542373 -0.0373595322566102 0.143838871380508 -0.12170859523178 -0.148111696400805 -0.0437865404427966 -0.646620302652542 -0.578355099619068 -0.814738365169491 -0.649772161629703 -0.696045197665254 -0.898305083855932 -0.139166303662712 -0.954421270847458 -0.98982598661017 -0.677779817705085 -0.66059454675 -0.859603672415254 -0.686677797992797 -0.373389830508475 -0.284915254237288 -0.0295118597032627 -0.971224819533898 -0.989743674025424 -0.710060816508475 -0.761625061822034 -0.668113881479237 -0.786180311132627 -0.755877528610169 -0.717708942042373 -0.00638799606635593 -0.913015139322034 -0.959005904915254 -0.252971112283898 -0.284405428747881 -0.565080332415254 -0.393383879847458 -0.301727162648305 -0.637894242504237 -0.0476050274364407 -0.407703651101695 -0.697130590025424 -0.233534015122881
"WALKING_UPSTAIRS" 6 0.280179098426966 -0.0206949591117978 -0.110940029325843 -0.127000600558652 -0.333756176692135 0.0801557209164045 0.736951892247191 -0.103190808202247 0.0184833048368539 -0.965208976741573 0.179428757834831 0.258941241561798 0.0674351008988764 -0.00310401228089888 -0.00609868840674157 -0.171553961355056 -0.254119599046404 0.11815088703191 -0.067430938188764 -0.0529948418524719 0.0787625669280899 -0.35344952441573 -0.0752762523393258 -0.254311604221348 -0.0589128557764045 -0.0500700364842697 -0.0433103259283146 -0.0342001184382022 -0.00368411749213483 -0.431739502123596 -0.053742880752809 0.024418525541573 -0.053742880752809 0.024418525541573 -0.0791755148011236 -0.0196722372696629 0.109796337238202 -0.0825205236666966 -0.274199802831461 -0.00271132830449438 -0.133757972988764 0.102003878820225 -0.336322224157303 -0.127245614919101 -0.59775280858427 -0.616248918123596 -0.330407854494382 -0.773360798089888 -0.842473784157303 -0.2089562025 -0.0871500384348315 -0.352981568269663 -0.207095971672 -0.41438202247191 -0.31685393258427 -0.270896174822472 -0.684321207640449 -0.835380862494382 -0.0788327637831461 -0.248795741449438 -0.0819830495561798 -0.445412804202247 -0.306270388438202 -0.294846959539326 0.1225045045 -0.712058461910112 -0.755704214269663 0.457466086853933 -0.390472703202247 -0.683968227977528 0.368596427191011 -0.164712778146067 -0.529624282876405 0.595811531123596 -0.56715163358427 -0.812956214157303 0.486449266629214
"WALKING_UPSTAIRS" 7 0.270211697814935 -0.0187904887668182 -0.112492375388312 -0.577518324748052 -0.329067720718831 0.282343572058539 0.681289120844156 -0.0420221452496753 0.0342160711928604 -0.956538178587662 -0.00534610799058442 0.155881847342857 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.615131377408279 -0.149512568734091 0.289222287221753 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.687155474097403 0.167617086041584 -0.219587057735649 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.701731200484416 0.177897102237175 -0.305084110404221 0.0155946595167532 -0.0103608721888961 0.0155946595167532 -0.0103608721888961 -0.124840334139935 0.00120487007954546 0.0972408273607143 0.0139212446199675 -0.0731299231448052 0.0803812077321429 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.572347541484091 -0.824891773811688 -0.836663336136364 -0.311790512382468 -0.732737915051948 -0.944872327792208 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.626785744584416 -0.39025974025974 -0.397792207792208 -0.11978430017462 -0.813756034220779 -0.94657277512987 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.703883646896104 -0.687473816587662 -0.830721003344156 -0.134491772785779 -0.900843061850649 -0.968107074058442 -0.0853809496915584 -0.227779791430519 -0.527078652041883 -0.243109887529221 -0.199255572314968 -0.508126871173701 0.0411653825405195 -0.175918806325552 -0.493481546224026 -0.12522861375974
"WALKING_UPSTAIRS" 8 0.270759063295374 -0.0181894974688612 -0.106809623683986 -0.582958863017438 -0.211720658913879 0.0724944851658363 0.647498175409253 0.0303211113118861 0.0836542406807936 -0.954256666035587 -0.171261920681851 0.00877554257366548 0.084215745375516 0.000860301581786477 -0.0196719912994306 -0.575993073911744 0.0618833622615658 0.127423209866459 0.00359053897160142 -0.091077509832669 0.0640867611561922 -0.656219242281851 -0.0828299739092527 -0.0633462940836299 -0.104969855200356 -0.0400922240331673 -0.0582887148366548 -0.674984452240214 -0.0386130727882562 -0.127257585286904 0.0972804665615658 -0.116670984978648 0.0972804665615658 -0.116670984978648 -0.0986690342661922 -0.103568311138292 0.0521095579017794 0.00539242527580071 -0.0700893910650534 -0.14778366546427 -0.581831414648399 -0.374944236206406 -0.550979388719929 -0.585343460535587 -0.76156583611032 -0.831097727049822 -0.216022261686477 -0.746922231514235 -0.916322651032028 -0.59163500910605 -0.495906215569395 -0.644285802406762 -0.598546245236655 -0.386049822064057 -0.309893238434164 0.0212336768810676 -0.814314846735587 -0.923104942348754 -0.601382421248399 -0.575938482711388 -0.525562919047438 -0.675275353078292 -0.83446217366548 -0.814701190569395 -0.117102793715658 -0.733793607206406 -0.952248850284698 -0.146506211841993 -0.384178438546975 -0.639560830626335 -0.269728370594306 -0.46724114513879 -0.758706025975089 -0.0335500868284698 -0.224005505061566 -0.523995597193594 -0.217291905007117
"WALKING_UPSTAIRS" 9 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.265625276491319 0.0212079795342014 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 0.00242441847986112 0.0873824099399306 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 0.123153567218229 -0.114241692174028 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 0.0523206986862153 0.0503765347979167 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 0.167044974764792 0.118754676428472 0.0505385238479167 -0.0572281955868056 0.0505385238479167 -0.0572281955868056 -0.00610777100559028 -0.129470527798958 0.10012859236875 -0.0817126595448611 -0.0160630806090764 -0.196946325668229 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.7981481475 -0.756143161482639 -0.291349229752569 -0.778229156815972 -0.963659764305556 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.486805555555556 -0.49625 -0.219176266215278 -0.876112006840278 -0.964194555694444 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.738799282201389 -0.774425288090278 -0.205909254584222 -0.845559148576389 -0.982376583125 -0.0745780377409722 -0.364914343006944 -0.654877788232639 -0.266530339263889 -0.146344677105556 -0.448280031316667 0.0511523908649306 -0.266755634021597 -0.584530174336042 -0.177846682922569
"WALKING_DOWNSTAIRS" 10 0.276238831213675 -0.0188857189162821 -0.112087661002564 -0.425216183982906 -0.0953250398061966 -0.0279403896692308 0.65835911957265 -0.165177771367521 0.0307366662204145 -0.964245853333333 -0.238621572931197 0.0424249685367521 0.0804000423888889 0.0153774046898718 -0.0143982101450427 -0.414395232038462 -0.00319409982491453 -0.131801697023077 -0.0144658378235897 -0.0863038250719359 0.089594378107906 -0.597873796746581 0.00908186122307692 0.0745250113418803 -0.11062834367265 -0.043380952132265 -0.0554261378425641 -0.632669178589744 -0.145935846131434 0.0876590342884615 0.127217035065812 -0.0851504247385855 0.127217035065812 -0.0851504247385855 -0.0406862400765812 0.00511816739026624 0.0920380834466239 -0.0550152019541026 -0.0361756250521367 -0.169398462576496 -0.418694276739316 -0.380394009936325 -0.572754894505128 -0.429098457335897 -0.75584045457265 -0.852728467294872 -0.198237467184402 -0.81572477448718 -0.925679805811966 -0.436761689484615 -0.450402445118248 -0.654781895967094 -0.444119132470983 -0.38991452991453 -0.244786324786325 -0.0856086178596154 -0.900920478290598 -0.927051361068376 -0.531727937426966 -0.564114631944444 -0.467504644086325 -0.621040868816239 -0.688723463794872 -0.791629825683761 -0.0933071451660684 -0.799453322008547 -0.940906415940171 0.0378849999786325 -0.407054538089744 -0.685665068115385 -0.0707657122649573 -0.294349743369769 -0.625928812371795 0.141023643882051 -0.37093931089359 -0.672470534935897 -0.0477656864786325
"WALKING_UPSTAIRS" 10 0.2792260805 -0.0137410699333333 -0.1082356298 -0.976914667166667 -0.128581731305 0.057491480795 0.582637512166667 0.2814715215 0.1506301434 -0.9719009915 -0.188858572743333 0.0427492976933333 0.0775130550833333 0.00330831786383333 0.000510105274833334 -0.977836345 0.106633512216667 0.014381303025 -0.0342448434966667 -0.078152882769 0.0966117812 -0.970429545833333 -0.111071916831667 -0.17833946884 -0.0984885261 -0.0386820786833333 -0.0560434883966667 -0.978483352166667 -0.181524693953333 -0.096772664025 0.234530619533333 -0.261640089933333 0.234530619533333 -0.261640089933333 -0.0771043225816667 -0.115571707408333 0.16993225467 -0.104105473918333 -0.03013730912 -0.178962387866667 -0.975310696833333 -0.940255585 -0.976061050166667 -0.978249844833333 -0.783333333333333 -0.902564102333333 0.00798704466166666 -0.998288103666667 -0.999573317833333 -0.978120306166667 -0.9634427765 -0.9826301395 -0.979612429166667 -0.302666666666667 -0.096 0.18049724774 -0.9993431005 -0.999630103 -0.9661191675 -0.976870853 -0.9572695305 -0.971946495 -0.650537633833333 -0.904597700833333 0.0389539027333333 -0.9969165655 -0.9994472175 -0.810848553338333 -0.462371932576667 -0.690974263333333 -0.907176339666667 -0.49190922412 -0.7727976512 -0.6344812254 -0.20534442682 -0.495212573916667 -0.819453137783333
"WALKING_UPSTAIRS" 11 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 0.00278705525886076 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.218286543583861 0.126595478499051 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 0.139420049615506 0.0413075896974684 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 0.0953031828192089 0.0123363638275316 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.0574716329043671 0.0274157945953481 0.0563256165338608 -0.0470450692733133 0.0563256165338608 -0.0470450692733133 -0.0683875800244247 -0.0844928174203481 0.0451834935132911 -0.00977386751806962 -0.0264236905557911 -0.200767113821646 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.762236286572785 -0.865871468797468 -0.224360420717722 -0.887459811170886 -0.982788334841772 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.446455696202532 -0.34253164556962 -0.0874254925382278 -0.962723833639241 -0.983921284272152 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.766639444601266 -0.857704059208861 -0.111874925112848 -0.927309536265823 -0.987084076234177 -0.199578226582278 -0.421028733102848 -0.696115804110759 -0.329297794249367 -0.295289334471456 -0.603941715534177 -0.146933922148734 -0.257406425979747 -0.571880430909177 -0.358002054198351
"SITTING" 12 0.275639357761194 -0.0184861388459702 -0.107917262447761 -0.508665196767164 -0.265158002720149 0.0119147249141791 0.629964778955224 0.112652596558955 -0.0494520137037313 -0.973039656865672 -0.131900805723881 0.213144317104478 0.0572366455208955 0.010632586489403 0.0155338481445373 -0.487513853589552 -0.246850043701493 -0.0794947516720149 -0.0702784362985075 -0.0422418424895522 0.089311570049403 -0.677307561997761 -0.0469805938164179 -0.122841947566418 -0.0726924262059701 -0.0457374795179104 -0.0515110922703731 -0.623189590291045 -0.195114360840299 -0.0143489668813433 -0.00848800048208955 0.0310249718253731 -0.00848800048208955 0.0310249718253731 -0.213627544379403 0.0868630565761194 0.177529273759701 -0.087547361169403 -0.0599597472738806 -0.0448682444266418 -0.498119157841045 -0.392694131024627 -0.75610207 -0.514152324191791 -0.704975123365672 -0.880597014134328 -0.188475319269179 -0.934432449925373 -0.974146133208955 -0.51464202580597 -0.471744804389552 -0.799284140671642 -0.505745022388806 -0.34955223880597 -0.31044776119403 -0.105604273753731 -0.952199563880597 -0.974698825597015 -0.585669505506716 -0.708184516268657 -0.64488048111194 -0.707831066395522 -0.727973038395522 -0.765826041865672 -0.049418997688806 -0.926637865746269 -0.946781176641791 -0.0462550550746269 -0.401010223963 -0.680283616537313 -0.159703523880597 -0.218060693677687 -0.561507506913433 0.0619444144626866 -0.326143016596269 -0.636774416440299 -0.128295001014925
